season,year,medal,country_code,country,athletes,games,sport,event_gender,event_name
Summer,1972,Bronze,USA,United States,Kathryn Joan SCHMIDT,1972 Munich,Athletics,Women's,javelin throw
Summer,1976,Silver,USA,United States,Millard Frank Jr. HAMPTON,1976 Montreal,Athletics,Men's,200m
Summer,1976,Bronze,USA,United States,Dwayne Eugene EVANS,1976 Montreal,Athletics,Men's,200m
Summer,1976,Silver,USA,United States,Frederick Vaughn NEWHOUSE,1976 Montreal,Athletics,Men's,400m
Summer,1976,Bronze,USA,United States,Herman Ronald FRAZIER,1976 Montreal,Athletics,Men's,400m
Summer,1976,Bronze,USA,United States,Richard Charles WOHLHUTER,1976 Montreal,Athletics,Men's,800m
Summer,1976,Silver,USA,United States,Frank Charles SHORTER,1976 Montreal,Athletics,Men's,marathon
Summer,1976,Bronze,USA,United States,Willie DAVENPORT,1976 Montreal,Athletics,Men's,110m hurdles
Summer,1976,Gold,USA,United States,Edwin MOSES,1976 Montreal,Athletics,Men's,400m hurdles
Summer,1976,Silver,USA,United States,Michael Lyle SHINE,1976 Montreal,Athletics,Men's,400m hurdles
Summer,1976,Gold,USA,United States,"Millard Frank Jr. HAMPTON, Harvey Edward GLANCE, John Wesley JONES, Steven Earl RIDDICK",1976 Montreal,Athletics,Men's,4x100m relay
Summer,1976,Gold,USA,United States,"Herman Ronald FRAZIER, Frederick Vaughn NEWHOUSE, Benjamin Gene BROWN, Maxwell Lander PARKS",1976 Montreal,Athletics,Men's,4x400m relay
Summer,1976,Gold,USA,United States,Arnie ROBINSON,1976 Montreal,Athletics,Men's,long jump
Summer,1976,Silver,USA,United States,Randel Luvelle WILLIAMS,1976 Montreal,Athletics,Men's,long jump
Summer,1976,Silver,USA,United States,James BUTTS,1976 Montreal,Athletics,Men's,triple jump
Summer,1976,Bronze,USA,United States,Dwight STONES,1976 Montreal,Athletics,Men's,high jump
Summer,1976,Bronze,USA,United States,David Luther ROBERTS,1976 Montreal,Athletics,Men's,pole vault
Summer,1976,Gold,USA,United States,Mac WILKINS,1976 Montreal,Athletics,Men's,discus throw
Summer,1976,Bronze,USA,United States,John POWELL,1976 Montreal,Athletics,Men's,discus throw
Summer,1976,Gold,USA,United States,Bruce JENNER,1976 Montreal,Athletics,Men's,decathlon
Summer,1976,Silver,USA,United States,"Rosalyn Evette BRYANT, Pamela GREENE-JILES, Sheila Rena INGRAM, Deborah Elaine SAPENTER",1976 Montreal,Athletics,Women's,4x400m relay
Summer,1976,Silver,USA,United States,Catherine Laverne MCMILLAN,1976 Montreal,Athletics,Women's,long jump
Summer,1976,Bronze,USA,United States,Kathryn Joan SCHMIDT,1976 Montreal,Athletics,Women's,javelin throw
Summer,1984,Gold,USA,United States,Carl LEWIS,1984 Los Angeles,Athletics,Men's,100m
Summer,1984,Silver,USA,United States,Samuel Louis GRADDY,1984 Los Angeles,Athletics,Men's,100m
Summer,1984,Gold,USA,United States,Carl LEWIS,1984 Los Angeles,Athletics,Men's,200m
Summer,1984,Silver,USA,United States,Kirk BAPTISTE,1984 Los Angeles,Athletics,Men's,200m
Summer,1984,Bronze,USA,United States,Thomas Theodore JEFFERSON,1984 Los Angeles,Athletics,Men's,200m
Summer,1984,Gold,USA,United States,Alonzo C. BABERS,1984 Los Angeles,Athletics,Men's,400m
Summer,1984,Bronze,USA,United States,Antonio Ricardo MCKAY,1984 Los Angeles,Athletics,Men's,400m
Summer,1984,Bronze,USA,United States,Earl JONES,1984 Los Angeles,Athletics,Men's,800m
Summer,1984,Gold,USA,United States,Roger KINGDOM,1984 Los Angeles,Athletics,Men's,110m hurdles
Summer,1984,Silver,USA,United States,Gregory FOSTER,1984 Los Angeles,Athletics,Men's,110m hurdles
Summer,1984,Gold,USA,United States,Edwin MOSES,1984 Los Angeles,Athletics,Men's,400m hurdles
Summer,1984,Silver,USA,United States,Daniel Lee HARRIS,1984 Los Angeles,Athletics,Men's,400m hurdles
Summer,1984,Bronze,USA,United States,Brian Lee DIEMER,1984 Los Angeles,Athletics,Men's,3000m steeplechase
Summer,1984,Gold,USA,United States,"Samuel Louis GRADDY, Calvin SMITH, Ronald James BROWN, Carl LEWIS",1984 Los Angeles,Athletics,Men's,4x100m relay
Summer,1984,Gold,USA,United States,"Sunder L. NIX, Alonzo C. BABERS, Raymond ARMSTEAD, Antonio Ricardo MCKAY",1984 Los Angeles,Athletics,Men's,4x400m relay
Summer,1984,Gold,USA,United States,Carl LEWIS,1984 Los Angeles,Athletics,Men's,long jump
Summer,1984,Gold,USA,United States,Alfredrick Alphonzo JOYNER,1984 Los Angeles,Athletics,Men's,triple jump
Summer,1984,Silver,USA,United States,Mike CONLEY,1984 Los Angeles,Athletics,Men's,triple jump
Summer,1984,Silver,USA,United States,Michael Scott TULLY,1984 Los Angeles,Athletics,Men's,pole vault
Summer,1984,Bronze,USA,United States,Earl Holmes BELL,1984 Los Angeles,Athletics,Men's,pole vault
Summer,1984,Silver,USA,United States,Malcolm Maurice WILKINS,1984 Los Angeles,Athletics,Men's,discus throw
Summer,1984,Bronze,USA,United States,John Gates POWELL,1984 Los Angeles,Athletics,Men's,discus throw
Summer,1984,Silver,USA,United States,Michael D'Andrea CARTER,1984 Los Angeles,Athletics,Men's,shot put
Summer,1984,Bronze,USA,United States,David Lester LAUT,1984 Los Angeles,Athletics,Men's,shot put
Summer,1984,Gold,USA,United States,Evelyn ASHFORD,1984 Los Angeles,Athletics,Women's,100m
Summer,1984,Silver,USA,United States,Alice Regina BROWN,1984 Los Angeles,Athletics,Women's,100m
Summer,1984,Gold,USA,United States,Valerie Ann BRISCO-HOOKS,1984 Los Angeles,Athletics,Women's,200m
Summer,1984,Silver,USA,United States,Florence GRIFFITH-JOYNER,1984 Los Angeles,Athletics,Women's,200m
Summer,1984,Gold,USA,United States,Valerie Ann BRISCO-HOOKS,1984 Los Angeles,Athletics,Women's,400m
Summer,1984,Silver,USA,United States,Chandra Danette CHEESEBOROUGH,1984 Los Angeles,Athletics,Women's,400m
Summer,1984,Silver,USA,United States,Kimberley Ann GALLAGHER,1984 Los Angeles,Athletics,Women's,800m
Summer,1984,Gold,USA,United States,Joan BENOIT,1984 Los Angeles,Athletics,Women's,marathon
Summer,1984,Gold,USA,United States,Benita FITZGERALD-BROWN,1984 Los Angeles,Athletics,Women's,100m hurdles
Summer,1984,Bronze,USA,United States,Kim TURNER,1984 Los Angeles,Athletics,Women's,100m hurdles
Summer,1984,Silver,USA,United States,Judith Lynne BROWN,1984 Los Angeles,Athletics,Women's,400m hurdles
Summer,1984,Gold,USA,United States,"Jeanette BOLDEN, Evelyn ASHFORD, Alice Regina BROWN, Chandra Danette CHEESEBOROUGH",1984 Los Angeles,Athletics,Women's,4x100m relay
Summer,1984,Gold,USA,United States,"Sherryl Frances HOWARD, Chandra Danette CHEESEBOROUGH, Lillie Mae LEATHERWOOD-KING, Valerie Ann BRISCO-HOOKS",1984 Los Angeles,Athletics,Women's,4x400m relay
Summer,1984,Bronze,USA,United States,Johanna Luann HUNTLEY,1984 Los Angeles,Athletics,Women's,high jump
Summer,1984,Silver,USA,United States,Leslie Jean DENIZ,1984 Los Angeles,Athletics,Women's,discus throw
Summer,1984,Silver,USA,United States,Jackie JOYNER-KERSEE,1984 Los Angeles,Athletics,Women's,heptathlon
Summer,1988,Gold,USA,United States,Carl LEWIS,1988 Seoul,Athletics,Men's,100m
Summer,1988,Bronze,USA,United States,Calvin SMITH,1988 Seoul,Athletics,Men's,100m
Summer,1988,Gold,USA,United States,Joseph Nathaniel Jr. DELOACH,1988 Seoul,Athletics,Men's,200m
Summer,1988,Silver,USA,United States,Carl LEWIS,1988 Seoul,Athletics,Men's,200m
Summer,1988,Gold,USA,United States,Steve LEWIS,1988 Seoul,Athletics,Men's,400m
Summer,1988,Silver,USA,United States,Harry Butch REYNOLDS,1988 Seoul,Athletics,Men's,400m
Summer,1988,Bronze,USA,United States,Daniel EVERETT,1988 Seoul,Athletics,Men's,400m
Summer,1988,Gold,USA,United States,Roger KINGDOM,1988 Seoul,Athletics,Men's,110m hurdles
Summer,1988,Bronze,USA,United States,Anthony Eugene CAMPBELL,1988 Seoul,Athletics,Men's,110m hurdles
Summer,1988,Gold,USA,United States,Andre Lamar PHILLIPS,1988 Seoul,Athletics,Men's,400m hurdles
Summer,1988,Bronze,USA,United States,Edwin MOSES,1988 Seoul,Athletics,Men's,400m hurdles
Summer,1988,Gold,USA,United States,"Daniel EVERETT, Kevin Bernard ROBINZINE, Steve LEWIS, Harry Butch REYNOLDS",1988 Seoul,Athletics,Men's,4x400m relay
Summer,1988,Gold,USA,United States,Carl LEWIS,1988 Seoul,Athletics,Men's,long jump
Summer,1988,Silver,USA,United States,Michael Anthony POWELL,1988 Seoul,Athletics,Men's,long jump
Summer,1988,Bronze,USA,United States,Lawrence Ellwyne MYRICKS,1988 Seoul,Athletics,Men's,long jump
Summer,1988,Silver,USA,United States,Hollis CONWAY,1988 Seoul,Athletics,Men's,high jump
Summer,1988,Silver,USA,United States,Eric Randolph BARNES,1988 Seoul,Athletics,Men's,shot put
Summer,1988,Gold,USA,United States,Florence GRIFFITH-JOYNER,1988 Seoul,Athletics,Women's,100m
Summer,1988,Silver,USA,United States,Evelyn ASHFORD,1988 Seoul,Athletics,Women's,100m
Summer,1988,Gold,USA,United States,Florence GRIFFITH-JOYNER,1988 Seoul,Athletics,Women's,200m
Summer,1988,Bronze,USA,United States,Kimberley Ann GALLAGHER,1988 Seoul,Athletics,Women's,800m
Summer,1988,Gold,USA,United States,"Sheila ECHOLS, Evelyn ASHFORD, Alice Regina BROWN, Florence GRIFFITH-JOYNER",1988 Seoul,Athletics,Women's,4x100m relay
Summer,1988,Silver,USA,United States,"Florence GRIFFITH-JOYNER, Diane Lynn DIXON, Valerie Ann BRISCO-HOOKS, Denean Elizabeth HOWARD-HILL",1988 Seoul,Athletics,Women's,4x400m relay
Summer,1988,Gold,USA,United States,Jackie JOYNER-KERSEE,1988 Seoul,Athletics,Women's,long jump
Summer,1988,Gold,USA,United States,Dorothy Louise RITTER,1988 Seoul,Athletics,Women's,high jump
Summer,1988,Gold,USA,United States,Jackie JOYNER-KERSEE,1988 Seoul,Athletics,Women's,heptathlon
Summer,1992,Bronze,USA,United States,Dennis MITCHELL,1992 Barcelona,Athletics,Men's,100m
Summer,1992,Gold,USA,United States,Michael MARSH,1992 Barcelona,Athletics,Men's,200m
Summer,1992,Bronze,USA,United States,Michael D. BATES,1992 Barcelona,Athletics,Men's,200m
Summer,1992,Gold,USA,United States,Quincy WATTS,1992 Barcelona,Athletics,Men's,400m
Summer,1992,Silver,USA,United States,Steve LEWIS,1992 Barcelona,Athletics,Men's,400m
Summer,1992,Bronze,USA,United States,Johnny Lee Jr GRAY,1992 Barcelona,Athletics,Men's,800m
Summer,1992,Silver,USA,United States,Tony DEES,1992 Barcelona,Athletics,Men's,110m hurdles
Summer,1992,Bronze,USA,United States,Jack PIERCE,1992 Barcelona,Athletics,Men's,110m hurdles
Summer,1992,Gold,USA,United States,Kevin Curtis YOUNG,1992 Barcelona,Athletics,Men's,400m hurdles
Summer,1992,Gold,USA,United States,"Carl LEWIS, Leroy BURRELL, James JETT, Dennis MITCHELL, Michael MARSH",1992 Barcelona,Athletics,Men's,4x100m relay
Summer,1992,Gold,USA,United States,"Michael JOHNSON, Darnell HALL, Andrew VALMON, Steve LEWIS, Charles L. JENKINS, Quincy WATTS",1992 Barcelona,Athletics,Men's,4x400m relay
Summer,1992,Gold,USA,United States,Carl LEWIS,1992 Barcelona,Athletics,Men's,long jump
Summer,1992,Silver,USA,United States,Michael Anthony POWELL,1992 Barcelona,Athletics,Men's,long jump
Summer,1992,Bronze,USA,United States,Joe GREENE,1992 Barcelona,Athletics,Men's,long jump
Summer,1992,Gold,USA,United States,Mike CONLEY,1992 Barcelona,Athletics,Men's,triple jump
Summer,1992,Silver,USA,United States,Charles SIMPKINS,1992 Barcelona,Athletics,Men's,triple jump
Summer,1992,Bronze,USA,United States,Hollis CONWAY,1992 Barcelona,Athletics,Men's,high jump
Summer,1992,Gold,USA,United States,Michael D. STULCE,1992 Barcelona,Athletics,Men's,shot put
Summer,1992,Silver,USA,United States,James DOEHRING,1992 Barcelona,Athletics,Men's,shot put
Summer,1992,Bronze,USA,United States,David Allan JOHNSON,1992 Barcelona,Athletics,Men's,decathlon
Summer,1992,Gold,USA,United States,Gail DEVERS,1992 Barcelona,Athletics,Women's,100m
Summer,1992,Gold,USA,United States,Gwen TORRENCE,1992 Barcelona,Athletics,Women's,200m
Summer,1992,Bronze,USA,United States,Lynn A. JENNINGS,1992 Barcelona,Athletics,Women's,10000m
Summer,1992,Silver,USA,United States,La Vona Ann MARTIN,1992 Barcelona,Athletics,Women's,100m hurdles
Summer,1992,Silver,USA,United States,Sandra FARMER-PATRICK,1992 Barcelona,Athletics,Women's,400m hurdles
Summer,1992,Bronze,USA,United States,Janeene VICKERS,1992 Barcelona,Athletics,Women's,400m hurdles
Summer,1992,Gold,USA,United States,"Evelyn ASHFORD, Esther JONES, Gwen TORRENCE, Carlette D. GUIDRY-WHITE, Michelle FINN",1992 Barcelona,Athletics,Women's,4x100m relay
Summer,1992,Silver,USA,United States,"Gwen TORRENCE, Rochelle STEVENS, Denean HILL, Dannette YOUNG, Jearl MILES, Natasha KAISER",1992 Barcelona,Athletics,Women's,4x400m relay
Summer,1992,Bronze,USA,United States,Jackie JOYNER-KERSEE,1992 Barcelona,Athletics,Women's,long jump
Summer,1992,Gold,USA,United States,Jackie JOYNER-KERSEE,1992 Barcelona,Athletics,Women's,heptathlon
Summer,1996,Gold,USA,United States,Джонсон,1996 Atlanta,Athletics,Men's,200m
Summer,1996,Gold,USA,United States,Джонсон,1996 Atlanta,Athletics,Men's,400m
Summer,1996,Gold,USA,United States,Джонсон,1996 Atlanta,Athletics,Men's,110m hurdles
Summer,1996,Silver,USA,United States,Крир,1996 Atlanta,Athletics,Men's,110m hurdles
Summer,1996,Gold,USA,United States,Адкинс,1996 Atlanta,Athletics,Men's,400m hurdles
Summer,1996,Bronze,USA,United States,Дэвис,1996 Atlanta,Athletics,Men's,400m hurdles
Summer,1996,Silver,USA,United States,"Драммонд, Марш, Харден, Митчелл",1996 Atlanta,Athletics,Men's,4x100m relay
Summer,1996,Gold,USA,United States,"Смит, Миллс, Харрисон, Мэйбенк",1996 Atlanta,Athletics,Men's,4x400m relay
Summer,1996,Gold,USA,United States,Льюис,1996 Atlanta,Athletics,Men's,long jump
Summer,1996,Bronze,USA,United States,Грин,1996 Atlanta,Athletics,Men's,long jump
Summer,1996,Gold,USA,United States,Харрисон,1996 Atlanta,Athletics,Men's,triple jump
Summer,1996,Gold,USA,United States,Остин,1996 Atlanta,Athletics,Men's,high jump
Summer,1996,Gold,USA,United States,Барнс,1996 Atlanta,Athletics,Men's,shot put
Summer,1996,Silver,USA,United States,Година,1996 Atlanta,Athletics,Men's,shot put
Summer,1996,Silver,USA,United States,Дил,1996 Atlanta,Athletics,Men's,hammer throw
Summer,1996,Gold,USA,United States,О'Брайен,1996 Atlanta,Athletics,Men's,decathlon
Summer,1996,Gold,USA,United States,Диверс,1996 Atlanta,Athletics,Women's,100m
Summer,1996,Bronze,USA,United States,Торренс,1996 Atlanta,Athletics,Women's,100m
Summer,1996,Silver,USA,United States,Баттен,1996 Atlanta,Athletics,Women's,400m hurdles
Summer,1996,Bronze,USA,United States,Бьюфорд-Бэйли,1996 Atlanta,Athletics,Women's,400m hurdles
Summer,1996,Gold,USA,United States,"Диверс, Торренс, Гейнс, Миллер",1996 Atlanta,Athletics,Women's,4x100m relay
Summer,1996,Gold,USA,United States,"Стивенс, Грэхем, Мелон, Майлз",1996 Atlanta,Athletics,Women's,4x400m relay
Summer,1996,Bronze,USA,United States,Джойнер-Керси,1996 Atlanta,Athletics,Women's,long jump
Summer,2000,Gold,USA,United States,Морис Грин,2000 Sydney,Athletics,Men's,100m
Summer,2000,Gold,USA,United States,Майкл Джонсон,2000 Sydney,Athletics,Men's,400m
Summer,2000,Silver,USA,United States,Элвин Харрисон,2000 Sydney,Athletics,Men's,400m
Summer,2000,Silver,USA,United States,Терренс Траммел,2000 Sydney,Athletics,Men's,110m hurdles
Summer,2000,Bronze,USA,United States,Марк Крир,2000 Sydney,Athletics,Men's,110m hurdles
Summer,2000,Gold,USA,United States,Энджело Тейлор,2000 Sydney,Athletics,Men's,400m hurdles
Summer,2000,Gold,USA,United States,"Морис Грин, Кеннет Брокенбарр, Бернард Уильямс, Брайан Льюис, Тим Монтгомери, Джон Драммонд",2000 Sydney,Athletics,Men's,4x100m relay
Summer,2000,Gold,USA,United States,Ник Хайсонг,2000 Sydney,Athletics,Men's,pole vault
Summer,2000,Silver,USA,United States,Лоуренс Джонсон,2000 Sydney,Athletics,Men's,pole vault
Summer,2000,Silver,USA,United States,Эдам Нельсон,2000 Sydney,Athletics,Men's,shot put
Summer,2000,Bronze,USA,United States,Джон Година,2000 Sydney,Athletics,Men's,shot put
Summer,2000,Bronze,USA,United States,Крис Хаффинс,2000 Sydney,Athletics,Men's,decathlon
Summer,2000,Bronze,USA,United States,Мелисса Моррисон,2000 Sydney,Athletics,Women's,100m hurdles
Summer,2000,Bronze,USA,United States,"Кристи Гейнс, Нэнсин Пэрри, Торри Эдвардс, Пэшен Ричардсон",2000 Sydney,Athletics,Women's,4x100m relay
Summer,2000,Gold,USA,United States,"Ла-Таша Коландер-Ричардсон, Джирл Майлз-Кларк, Андреа Андерсон, Моник Хеннаган",2000 Sydney,Athletics,Women's,4x400m relay
Summer,2000,Gold,USA,United States,Стэйси Драгила,2000 Sydney,Athletics,Women's,pole vault
Summer,2004,Gold,USA,United States,Джастин Гэтлин,2004 Athens,Athletics,Men's,100m
Summer,2004,Bronze,USA,United States,Морис Грин,2004 Athens,Athletics,Men's,100m
Summer,2004,Gold,USA,United States,Шон Кроуфорд,2004 Athens,Athletics,Men's,200m
Summer,2004,Silver,USA,United States,Бернард Уильямс,2004 Athens,Athletics,Men's,200m
Summer,2004,Bronze,USA,United States,Джастин Гэтлин,2004 Athens,Athletics,Men's,200m
Summer,2004,Gold,USA,United States,Джереми Варинер,2004 Athens,Athletics,Men's,400m
Summer,2004,Silver,USA,United States,Отис Харрис,2004 Athens,Athletics,Men's,400m
Summer,2004,Bronze,USA,United States,Деррик Блю,2004 Athens,Athletics,Men's,400m
Summer,2004,Silver,USA,United States,Мебратом Кефлезиги,2004 Athens,Athletics,Men's,marathon
Summer,2004,Silver,USA,United States,Терренс Траммел,2004 Athens,Athletics,Men's,110m hurdles
Summer,2004,Silver,USA,United States,,2004 Athens,Athletics,Men's,4x100m relay
Summer,2004,Gold,USA,United States,,2004 Athens,Athletics,Men's,4x400m relay
Summer,2004,Gold,USA,United States,Дуайт Филлипс,2004 Athens,Athletics,Men's,long jump
Summer,2004,Silver,USA,United States,Джон Моффитт,2004 Athens,Athletics,Men's,long jump
Summer,2004,Silver,USA,United States,Мэтт Хэмингуэй,2004 Athens,Athletics,Men's,high jump
Summer,2004,Gold,USA,United States,Тимоти Мэк,2004 Athens,Athletics,Men's,pole vault
Summer,2004,Silver,USA,United States,Тоби Стивенсон,2004 Athens,Athletics,Men's,pole vault
Summer,2004,Gold,USA,United States,Адам Нельсон,2004 Athens,Athletics,Men's,shot put
Summer,2004,Silver,USA,United States,Брайан Клэй,2004 Athens,Athletics,Men's,decathlon
Summer,2004,Silver,USA,United States,Лорин Уилльямс,2004 Athens,Athletics,Women's,100m
Summer,2004,Silver,USA,United States,Эллисон Феликс,2004 Athens,Athletics,Women's,200m
Summer,2004,Bronze,USA,United States,Дина Кастор,2004 Athens,Athletics,Women's,marathon
Summer,2004,Gold,USA,United States,Джоанна Хэйс,2004 Athens,Athletics,Women's,100m hurdles
Summer,2004,Bronze,USA,United States,Мелисса Мориссон,2004 Athens,Athletics,Women's,100m hurdles
Summer,2004,Gold,USA,United States,,2004 Athens,Athletics,Women's,4x400m relay
Summer,2008,Bronze,USA,United States,Walter DIX,2008 Beijing,Athletics,Men's,100m
Summer,2008,Silver,USA,United States,Shawn CRAWFORD,2008 Beijing,Athletics,Men's,200m
Summer,2008,Bronze,USA,United States,Walter DIX,2008 Beijing,Athletics,Men's,200m
Summer,2008,Gold,USA,United States,LaShawn MERRITT,2008 Beijing,Athletics,Men's,400m
Summer,2008,Silver,USA,United States,Jeremy WARINER,2008 Beijing,Athletics,Men's,400m
Summer,2008,Bronze,USA,United States,David NEVILLE,2008 Beijing,Athletics,Men's,400m
Summer,2008,Silver,USA,United States,David PAYNE,2008 Beijing,Athletics,Men's,110m hurdles
Summer,2008,Bronze,USA,United States,David OLIVER,2008 Beijing,Athletics,Men's,110m hurdles
Summer,2008,Gold,USA,United States,Angelo TAYLOR,2008 Beijing,Athletics,Men's,400m hurdles
Summer,2008,Silver,USA,United States,Kerron CLEMENT,2008 Beijing,Athletics,Men's,400m hurdles
Summer,2008,Bronze,USA,United States,Bershawn JACKSON,2008 Beijing,Athletics,Men's,400m hurdles
Summer,2008,Gold,USA,United States,"David NEVILLE, Jeremy WARINER, LaShawn MERRITT, Angelo TAYLOR",2008 Beijing,Athletics,Men's,4x400m relay
Summer,2008,Bronze,USA,United States,Derek MILES,2008 Beijing,Athletics,Men's,pole vault
Summer,2008,Silver,USA,United States,Christian CANTWELL,2008 Beijing,Athletics,Men's,shot put
Summer,2008,Gold,USA,United States,Bryan CLAY,2008 Beijing,Athletics,Men's,decathlon
Summer,2008,Silver,USA,United States,Allyson FELIX,2008 Beijing,Athletics,Women's,200m
Summer,2008,Bronze,USA,United States,Sanya RICHARDS-ROSS,2008 Beijing,Athletics,Women's,400m
Summer,2008,Silver,USA,United States,Shalane FLANAGAN,2008 Beijing,Athletics,Women's,10000m
Summer,2008,Gold,USA,United States,Dawn HARPER,2008 Beijing,Athletics,Women's,100m hurdles
Summer,2008,Silver,USA,United States,Sheena TOSTA,2008 Beijing,Athletics,Women's,400m hurdles
Summer,2008,Gold,USA,United States,"Monique HENDERSON, Mary WINEBERG, Allyson FELIX, Sanya RICHARDS-ROSS",2008 Beijing,Athletics,Women's,4x400m relay
Summer,2008,Bronze,USA,United States,Chaunte Howard,2008 Beijing,Athletics,Women's,high jump
Summer,2008,Silver,USA,United States,Jennifer STUCZYNSKI,2008 Beijing,Athletics,Women's,pole vault
Summer,2008,Gold,USA,United States,Stephanie BROWN TRAFTON,2008 Beijing,Athletics,Women's,discus throw
Summer,2008,Silver,USA,United States,Hyleas FOUNTAIN,2008 Beijing,Athletics,Women's,heptathlon
Summer,2012,Bronze,USA,United States,Justin GATLIN,2012 London,Athletics,Men's,100m
Summer,2012,Silver,USA,United States,Leonel MANZANO,2012 London,Athletics,Men's,1500m
Summer,2012,Silver,USA,United States,Galen RUPP,2012 London,Athletics,Men's,10000m
Summer,2012,Gold,USA,United States,Aries MERRITT,2012 London,Athletics,Men's,110m hurdles
Summer,2012,Silver,USA,United States,Jason RICHARDSON,2012 London,Athletics,Men's,110m hurdles
Summer,2012,Silver,USA,United States,Michael TINSLEY,2012 London,Athletics,Men's,400m hurdles
Summer,2012,Silver,USA,United States,"Angelo TAYLOR, Joshua MANCE, Bryshon NELLUM, Manteo MITCHELL, Tony MCQUAY",2012 London,Athletics,Men's,4x400m relay
Summer,2012,Bronze,USA,United States,Will CLAYE,2012 London,Athletics,Men's,long jump
Summer,2012,Gold,USA,United States,Christian TAYLOR,2012 London,Athletics,Men's,triple jump
Summer,2012,Silver,USA,United States,Will CLAYE,2012 London,Athletics,Men's,triple jump
Summer,2012,Gold,USA,United States,Erik KYNARD,2012 London,Athletics,Men's,high jump
Summer,2012,Bronze,USA,United States,Reese HOFFA,2012 London,Athletics,Men's,shot put
Summer,2012,Gold,USA,United States,Ashton EATON,2012 London,Athletics,Men's,decathlon
Summer,2012,Silver,USA,United States,Trey HARDEE,2012 London,Athletics,Men's,decathlon
Summer,2012,Silver,USA,United States,Carmelita JETER,2012 London,Athletics,Women's,100m
Summer,2012,Gold,USA,United States,Allyson FELIX,2012 London,Athletics,Women's,200m
Summer,2012,Bronze,USA,United States,Carmelita JETER,2012 London,Athletics,Women's,200m
Summer,2012,Gold,USA,United States,Sanya RICHARDS-ROSS,2012 London,Athletics,Women's,400m
Summer,2012,Bronze,USA,United States,Deedee TROTTER,2012 London,Athletics,Women's,400m
Summer,2012,Silver,USA,United States,Dawn HARPER,2012 London,Athletics,Women's,100m hurdles
Summer,2012,Bronze,USA,United States,Kellie WELLS,2012 London,Athletics,Women's,100m hurdles
Summer,2012,Gold,USA,United States,Lashinda DEMUS,2012 London,Athletics,Women's,400m hurdles
Summer,2012,Gold,USA,United States,"Bianca KNIGHT, Carmelita JETER, Tianna MADISON, Lauryn WILLIAMS, Allyson FELIX, Jeneba TARMOH",2012 London,Athletics,Women's,4x100m relay
Summer,2012,Gold,USA,United States,"Deedee TROTTER, Allyson FELIX, Keshia BAKER, Francena MCCORORY, Diamond DIXON, Sanya RICHARDS-ROSS",2012 London,Athletics,Women's,4x400m relay
Summer,2012,Gold,USA,United States,Brittney REESE,2012 London,Athletics,Women's,long jump
Summer,2012,Bronze,USA,United States,Janay DELOACH,2012 London,Athletics,Women's,long jump
Summer,2012,Silver,USA,United States,Brigetta BARRETT,2012 London,Athletics,Women's,high jump
Summer,2012,Gold,USA,United States,Jennifer STUCZYNSKI,2012 London,Athletics,Women's,pole vault
Summer,2016,Silver,USA,United States,GATLIN Justin,2016 Rio de Janeiro,Athletics,Men's,100m
Summer,2016,Bronze,USA,United States,MERRITT Lashawn,2016 Rio de Janeiro,Athletics,Men's,400m
Summer,2016,Bronze,USA,United States,MURPHY Clayton,2016 Rio de Janeiro,Athletics,Men's,800m
Summer,2016,Gold,USA,United States,CENTROWITZ Matthew,2016 Rio de Janeiro,Athletics,Men's,1500m
Summer,2016,Silver,USA,United States,CHELIMO Paul Kipkemoi,2016 Rio de Janeiro,Athletics,Men's,5000m
Summer,2016,Bronze,USA,United States,RUPP Galen,2016 Rio de Janeiro,Athletics,Men's,marathon
Summer,2016,Gold,USA,United States,CLEMENT Kerron,2016 Rio de Janeiro,Athletics,Men's,400m hurdles
Summer,2016,Silver,USA,United States,JAGER Evan,2016 Rio de Janeiro,Athletics,Men's,3000m steeplechase
Summer,2016,Gold,USA,United States,United States,2016 Rio de Janeiro,Athletics,Men's,4x400m relay
Summer,2016,Gold,USA,United States,HENDERSON Jeff,2016 Rio de Janeiro,Athletics,Men's,long jump
Summer,2016,Gold,USA,United States,TAYLOR Christian,2016 Rio de Janeiro,Athletics,Men's,triple jump
Summer,2016,Silver,USA,United States,CLAYE Will,2016 Rio de Janeiro,Athletics,Men's,triple jump
Summer,2016,Bronze,USA,United States,KENDRICKS Sam,2016 Rio de Janeiro,Athletics,Men's,pole vault
Summer,2016,Gold,USA,United States,CROUSER Ryan,2016 Rio de Janeiro,Athletics,Men's,shot put
Summer,2016,Silver,USA,United States,KOVACS Joe,2016 Rio de Janeiro,Athletics,Men's,shot put
Summer,2016,Gold,USA,United States,EATON Ashton,2016 Rio de Janeiro,Athletics,Men's,decathlon
Summer,2016,Silver,USA,United States,BOWIE Tori,2016 Rio de Janeiro,Athletics,Women's,100m
Summer,2016,Bronze,USA,United States,BOWIE Tori,2016 Rio de Janeiro,Athletics,Women's,200m
Summer,2016,Silver,USA,United States,FELIX Allyson,2016 Rio de Janeiro,Athletics,Women's,400m
Summer,2016,Bronze,USA,United States,SIMPSON Jennifer,2016 Rio de Janeiro,Athletics,Women's,1500m
Summer,2016,Gold,USA,United States,ROLLINS Brianna,2016 Rio de Janeiro,Athletics,Women's,100m hurdles
Summer,2016,Silver,USA,United States,ALI Nia,2016 Rio de Janeiro,Athletics,Women's,100m hurdles
